uid	iid	time
67	537	1370476800
67	138	1370476800
67	538	1400112000
67	539	1402099200
68	540	1344988800
68	541	1354665600
68	542	1357603200
68	543	1399420800
68	544	1399420800
69	545	1362960000
69	546	1362960000
69	547	1362960000
69	548	1368403200
69	549	1404086400
70	550	1353110400
70	551	1353715200
70	552	1371427200
70	553	1377043200
70	554	1379808000
71	457	1259452800
71	555	1293408000
71	556	1294704000
71	557	1353715200
71	558	1353974400
71	559	1355011200
72	560	1316908800
72	561	1329696000
72	562	1339459200
72	563	1377475200
72	564	1386806400
72	565	1386806400
72	566	1395100800
72	567	1403913600
73	568	1325462400
73	569	1329091200
73	570	1342224000
73	475	1342483200
73	571	1354838400
73	572	1354838400
74	573	1354060800
74	574	1354060800
74	575	1359331200
74	576	1359417600
74	577	1363219200
74	578	1363219200
75	579	1339718400
75	580	1363564800
75	581	1363564800
75	582	1371168000
75	263	1384300800
76	583	1366329600
76	584	1372118400
76	585	1386288000
76	586	1386288000
76	587	1386288000
76	387	1386288000
76	588	1386460800
76	589	1386460800
76	590	1399680000
77	436	1344384000
77	591	1355702400
77	592	1355702400
77	593	1388534400
77	594	1388534400
77	595	1388534400
77	596	1388534400
77	597	1388534400
77	598	1403827200
78	218	1343001600
78	599	1352332800
78	71	1355184000
78	600	1355443200
78	601	1369872000
78	602	1369872000
78	603	1380326400
78	604	1380326400
78	605	1380326400
78	606	1380326400
79	607	1293580800
79	245	1293580800
79	608	1293580800
79	609	1310342400
79	610	1310342400
79	611	1310342400
79	612	1310342400
79	613	1310342400
79	614	1316736000
79	615	1319414400
79	616	1326585600
80	617	1235692800
80	618	1377475200
80	619	1380758400
80	620	1398988800
80	621	1398988800
81	80	1295308800
81	622	1295308800
81	623	1299801600
81	624	1302220800
81	451	1303344000
81	625	1303344000
81	626	1309046400
81	453	1320019200
81	627	1333843200
81	628	1337644800
82	629	1253232000
82	630	1254182400
82	631	1255564800
82	632	1256083200
82	633	1257724800
82	634	1258329600
82	635	1261612800
82	636	1315180800
82	637	1347062400
82	638	1372809600
82	639	1395964800
82	640	1403481600
82	641	1405296000
83	642	1389571200
83	643	1389571200
83	644	1389571200
83	645	1389571200
83	646	1389571200
83	135	1389571200
83	647	1401062400
84	648	1359072000
84	649	1365465600
84	444	1366848000
84	650	1367366400
84	651	1367798400
84	652	1395878400
85	385	1328572800
85	653	1355356800
85	654	1357257600
85	655	1364515200
85	656	1364688000
86	657	1316563200
86	658	1345593600
86	659	1347321600
86	660	1353283200
86	661	1365120000
86	662	1365120000
86	663	1367971200
86	664	1368662400
86	665	1384819200
87	666	1341792000
87	667	1389139200
87	668	1400976000
87	669	1401321600
87	670	1404172800
88	671	1397433600
88	563	1397433600
88	672	1397433600
88	673	1404086400
88	674	1404086400
89	349	1289779200
89	675	1315526400
89	655	1326585600
89	135	1353801600
89	676	1358294400
89	653	1398988800
90	677	1307664000
90	678	1324857600
90	679	1341878400
90	680	1364169600
90	189	1390435200
91	681	1328313600
91	384	1347408000
91	682	1347408000
91	683	1352332800
91	684	1354924800
91	685	1354924800
91	263	1359244800
91	686	1364169600
91	687	1364169600
91	52	1364169600
91	688	1364169600
91	689	1370131200
91	545	1374105600
91	690	1378339200
91	691	1379116800
91	692	1379116800
91	693	1379808000
91	694	1385683200
91	695	1385683200
91	353	1386288000
91	696	1386288000
91	697	1392681600
91	698	1399248000
92	699	1294185600
92	700	1358726400
92	701	1358726400
92	702	1358726400
92	703	1376092800
93	704	1330387200
93	705	1376524800
93	706	1387929600
93	707	1387929600
93	708	1387929600
93	709	1387929600
93	710	1387929600
94	711	1122422400
94	712	1196553600
94	713	1196553600
94	714	1196553600
94	715	1196553600
94	716	1196553600
94	204	1196640000
95	677	1356739200
95	717	1356739200
95	464	1356739200
95	598	1356739200
95	718	1356739200
95	719	1356739200
95	720	1356739200
95	721	1356739200
95	722	1356739200
95	723	1356739200
95	724	1374278400
96	725	1291939200
96	509	1305244800
96	726	1305244800
96	727	1312416000
96	728	1312416000
96	729	1312416000
96	730	1322524800
96	731	1362355200
96	732	1364169600
96	733	1364428800
96	734	1365120000
96	735	1371686400
96	736	1371686400
96	138	1374624000
96	737	1378771200
96	738	1381104000
96	739	1382745600
96	740	1400716800
97	741	1369699200
97	430	1372118400
97	742	1372118400
97	743	1373241600
97	744	1398988800
97	745	1398988800
98	746	1380844800
98	747	1383868800
98	748	1383868800
98	749	1383868800
98	750	1383868800
98	751	1383868800
98	752	1383868800
98	753	1388016000
98	754	1388016000
98	755	1388016000
98	756	1390780800
99	757	1381276800
99	440	1384646400
99	758	1384646400
99	759	1384732800
99	760	1384732800
99	761	1400716800
100	762	1397001600
100	763	1397001600
100	764	1397001600
100	765	1397001600
100	766	1397001600
101	767	1058572800
101	768	1217462400
101	769	1217894400
101	770	1217894400
101	771	1217894400
101	772	1217894400
101	773	1217894400
101	774	1217894400
101	775	1217894400
101	776	1219363200
101	777	1396569600
101	778	1396569600
101	779	1396569600
101	780	1396569600
101	781	1396569600
102	80	1187395200
102	782	1187395200
102	783	1199059200
102	784	1215129600
102	785	1215129600
102	786	1215129600
102	787	1238803200
102	788	1274572800
102	789	1319932800
102	790	1367193600
102	791	1367193600
102	792	1394496000
103	438	1405036800
103	793	1405036800
103	794	1405036800
103	795	1405036800
103	467	1405036800
103	796	1405036800
103	797	1405036800
103	798	1405036800
103	799	1405036800
103	800	1405036800
104	801	1353888000
104	802	1357948800
104	803	1369526400
104	476	1369526400
104	804	1369526400
105	805	1246233600
105	806	1246233600
105	807	1246665600
105	808	1246665600
105	714	1252713600
105	809	1282435200
106	810	1309305600
106	113	1309305600
106	811	1315612800
106	812	1315612800
106	813	1332979200
106	814	1384646400
106	353	1388102400
106	354	1388102400
107	815	1356912000
107	816	1364256000
107	817	1364342400
107	718	1364342400
107	818	1364342400
107	135	1364342400
108	819	1359417600
108	820	1368662400
108	821	1368662400
108	822	1368662400
108	823	1368662400
108	824	1368662400
109	716	1169510400
109	825	1178928000
109	826	1265587200
109	57	1273968000
109	827	1286928000
109	828	1298678400
109	829	1300320000
109	338	1353110400
109	830	1353110400
109	831	1367625600
110	832	1304208000
110	833	1308441600
110	834	1315353600
110	835	1318896000
110	519	1324598400
110	836	1324771200
110	837	1337644800
110	838	1372291200
110	839	1387152000
110	840	1387843200
110	794	1387843200
110	841	1390521600
110	842	1392595200
111	821	1296432000
111	232	1310688000
111	843	1310688000
111	844	1362700800
111	845	1394236800
111	846	1394236800
112	847	1342396800
112	848	1353110400
112	849	1389225600
112	850	1389225600
112	851	1396396800
113	852	1214784000
113	853	1282003200
113	854	1293667200
113	134	1368403200
113	855	1376352000
113	856	1384992000
113	857	1386720000
113	858	1388534400
113	859	1392595200
113	860	1401494400
113	538	1401580800
113	861	1401580800
113	862	1402185600
114	863	1403049600
114	864	1403049600
114	493	1403049600
114	595	1403049600
114	177	1404691200
115	865	1352937600
115	198	1352937600
115	866	1366502400
115	867	1369353600
115	868	1397433600
115	869	1397433600
116	870	1373846400
116	871	1386288000
116	872	1405036800
116	873	1405036800
116	874	1405036800
117	389	1330300800
117	875	1330300800
117	876	1330300800
117	877	1330300800
117	878	1330300800
117	222	1330300800
117	879	1330300800
117	880	1330300800
118	881	1394668800
118	882	1396915200
118	883	1396915200
118	884	1397606400
118	885	1398902400
118	886	1399161600
118	887	1399507200
118	888	1403568000
118	889	1405036800
119	890	1069286400
119	891	1350691200
119	345	1352764800
119	892	1361404800
119	893	1362960000
119	894	1363478400
119	895	1363910400
119	896	1363996800
119	191	1364169600
119	897	1367020800
119	898	1383782400
119	899	1391472000
119	900	1397952000
119	676	1397952000
119	901	1397952000
120	902	1353974400
120	903	1353974400
120	904	1354060800
120	905	1354060800
120	693	1354060800
120	906	1354060800
120	907	1354060800
120	908	1355788800
120	909	1375488000
121	910	1358553600
121	911	1358553600
121	912	1395014400
121	913	1398124800
121	914	1398124800
122	4	1287964800
122	915	1287964800
122	916	1320192000
122	917	1356393600
122	918	1374710400
122	919	1384732800
122	920	1403481600
123	132	1349136000
123	921	1357430400
123	922	1367625600
123	923	1367625600
123	313	1383350400
123	924	1392508800
123	195	1395792000
124	925	1211673600
124	926	1221868800
124	123	1260921600
124	287	1276819200
124	927	1285459200
124	535	1298419200
124	536	1298678400
124	928	1300752000
124	929	1328313600
124	930	1341964800
124	931	1352592000
124	932	1356912000
124	933	1358640000
124	934	1359417600
124	134	1367020800
124	935	1367193600
124	90	1367280000
124	129	1367366400
124	936	1371168000
124	138	1371168000
124	937	1377648000
124	938	1379808000
124	939	1382313600
124	940	1383177600
124	941	1383177600
124	942	1383264000
124	943	1399766400
124	603	1400198400
124	160	1405036800
125	944	1091404800
125	945	1197331200
125	946	1225843200
125	947	1231027200
125	686	1237680000
125	948	1262649600
125	949	1271289600
125	950	1281139200
125	951	1283472000
125	952	1286323200
125	953	1289088000
125	954	1290124800
125	955	1291852800
125	956	1292284800
125	957	1292371200
125	958	1292544000
125	959	1292889600
125	281	1293321600
125	960	1294012800
125	961	1294185600
125	828	1302134400
125	962	1304812800
125	299	1307232000
125	963	1309910400
125	964	1316822400
125	6	1333670400
125	965	1340928000
125	966	1341273600
125	202	1345507200
125	967	1350345600
125	968	1352592000
125	969	1357344000
125	970	1357776000
125	971	1364688000
125	733	1365120000
125	972	1374192000
125	973	1374364800
125	974	1375228800
125	975	1377907200
125	976	1378252800
125	348	1379808000
125	977	1379980800
125	978	1380844800
125	979	1382227200
125	942	1383782400
125	980	1389052800
125	981	1394236800
125	982	1395532800
125	983	1396310400
125	984	1398211200
125	985	1400371200
125	160	1402012800
125	173	1402531200
125	986	1404086400
125	987	1404086400
125	988	1404345600
125	989	1404345600
125	990	1405209600
126	991	1350432000
126	992	1350432000
126	993	1354060800
126	374	1367971200
126	994	1371600000
126	995	1371600000
126	996	1395878400
127	997	1333324800
127	998	1384473600
127	999	1384473600
127	1000	1384473600
127	1001	1384560000
127	1002	1388448000
127	1003	1402617600
128	1004	1359331200
128	1005	1363651200
128	1006	1363651200
128	1007	1383091200
128	1008	1386806400
128	1009	1386806400
128	1010	1391731200
128	554	1393113600
128	1011	1393113600
128	1012	1396310400
128	1013	1402185600
129	1014	1313107200
129	403	1313884800
129	299	1313884800
129	1015	1313884800
129	388	1313884800
129	1016	1313884800
129	1017	1314835200
129	1018	1314835200
130	1019	1068422400
130	1020	1254096000
130	1021	1284163200
130	172	1351555200
130	1022	1369612800
130	734	1369612800
130	1023	1397520000
130	1024	1401753600
131	303	1288915200
131	1025	1289088000
131	1026	1289088000
131	1027	1303862400
131	1028	1311724800
131	1029	1324512000
131	1030	1324512000
131	1031	1324598400
131	1032	1372291200
131	1033	1403308800
132	1034	1333756800
132	1035	1362096000
132	1036	1390262400
132	1037	1391990400
132	1038	1397779200
133	646	1311206400
133	392	1347580800
133	374	1347840000
133	1039	1355616000
133	1040	1356048000
133	1041	1356393600
133	1042	1381449600
134	1043	1359763200
134	1044	1377129600
134	1045	1379808000
134	1046	1383696000
134	1047	1384473600
134	1048	1390867200
134	1049	1400457600
134	1050	1402099200
135	1051	1373846400
135	1052	1374451200
135	1053	1374451200
135	1054	1375228800
135	1055	1375228800
135	1056	1375833600
135	1002	1377216000
135	1057	1377216000
135	1058	1377216000
135	1059	1386460800
135	692	1386460800
135	1060	1386979200
135	1061	1386979200
135	1062	1387152000
135	1063	1387238400
135	1064	1387238400
135	1065	1387238400
135	1066	1387411200
135	1067	1388016000
135	1068	1388016000
135	1069	1399939200
135	1070	1399939200
135	1071	1400112000
135	1072	1400112000
135	1073	1401408000
135	1074	1401408000
136	1075	1365033600
136	372	1390262400
136	1076	1390262400
136	1077	1390262400
136	1078	1391126400
136	135	1404950400
137	732	1373932800
137	1079	1379030400
137	480	1381190400
137	1080	1381190400
137	1081	1396569600
137	727	1398729600
138	1082	1207353600
138	1027	1252713600
138	1083	1300665600
138	1084	1373932800
138	110	1383004800
138	1085	1397952000
138	1086	1397952000
138	1087	1397952000
138	1088	1402963200
138	603	1402963200
138	1089	1402963200
139	1090	1271808000
139	1091	1276041600
139	1092	1281571200
139	1093	1309392000
139	1094	1319673600
139	1095	1321747200
139	730	1324598400
139	172	1339286400
139	1096	1352678400
139	1097	1352678400
139	1098	1360281600
139	1099	1362268800
139	737	1378080000
139	1100	1379289600
139	1101	1383523200
139	942	1384214400
139	1102	1385596800
139	527	1385596800
139	1103	1386979200
139	1104	1393977600
139	1105	1394928000
139	1106	1397865600
139	1107	1397865600
139	984	1398643200
139	1108	1401667200
139	1109	1403049600
140	1110	1316649600
140	415	1349654400
140	1111	1349654400
140	1112	1374105600
140	1113	1374105600
141	1114	1162080000
141	453	1162080000
141	1115	1167782400
141	1116	1193875200
141	1117	1193875200
141	762	1193875200
142	1118	1365811200
142	1119	1367884800
142	1120	1367884800
142	1121	1367884800
142	1122	1388448000
142	1123	1388448000
142	645	1390953600
142	1124	1393545600
142	1125	1395446400
142	1126	1400112000
142	821	1401235200
143	1127	1357171200
143	132	1357171200
143	1128	1357171200
143	1129	1374883200
143	1130	1375228800
144	1131	1278374400
144	1132	1317686400
144	835	1317686400
144	1133	1356566400
144	1134	1356566400
144	218	1360195200
144	1135	1366761600
145	1136	1184284800
145	1137	1184630400
145	1138	1186704000
145	1139	1202688000
145	1140	1373760000
146	1141	1339372800
146	232	1363824000
146	1142	1363824000
146	1143	1363824000
146	1144	1370476800
147	1145	1264896000
147	1146	1366934400
147	1147	1390003200
147	1148	1390003200
147	1149	1390003200
147	1150	1390003200
147	1151	1390003200
147	1152	1392249600
147	1153	1392249600
147	801	1392249600
147	506	1392249600
147	1154	1394668800
147	1155	1394668800
147	583	1394668800
147	1156	1404086400
148	1157	1344470400
148	1158	1380758400
148	311	1395446400
148	1159	1399680000
148	1160	1399680000
148	1161	1400457600
149	1091	1336953600
149	528	1355616000
149	1162	1367971200
149	1163	1385337600
149	1164	1385337600
150	1165	1358380800
150	1166	1358380800
150	142	1360800000
150	1167	1374192000
150	1168	1374192000
150	1169	1374192000
150	1170	1374192000
150	1171	1374192000
151	1172	1233532800
151	615	1233532800
151	1173	1233532800
151	1174	1233532800
151	1175	1233532800
151	1176	1233532800
151	228	1372723200
152	1177	1335398400
152	1178	1337558400
152	135	1373587200
152	898	1374364800
152	1179	1401148800
153	1180	1335744000
153	1181	1368835200
153	1182	1368835200
153	1183	1369612800
153	1184	1370736000
153	1185	1403481600
154	1186	1235952000
154	1187	1350000000
154	1188	1362614400
154	1189	1362614400
154	1190	1362614400
154	1191	1394755200
154	1192	1394755200
155	1193	1357430400
155	1194	1357430400
155	578	1357430400
155	313	1357430400
155	1195	1359244800
155	1196	1392768000
155	1197	1392768000
155	1198	1392768000
155	1199	1392768000
156	1200	1044144000
156	213	1268611200
156	1201	1304380800
156	1202	1317600000
156	1203	1402012800
157	827	1330214400
157	1204	1361318400
157	1205	1387065600
157	1206	1400976000
157	1207	1400976000
158	1208	1302566400
158	1209	1354492800
158	1210	1361318400
158	1211	1361318400
158	850	1361923200
158	15	1361923200
158	179	1370736000
158	1212	1380672000
158	1213	1385424000
159	1214	1364342400
159	1215	1366588800
159	1216	1366588800
159	1217	1366675200
159	292	1402272000
160	1218	1292716800
160	311	1355961600
160	1219	1359417600
160	1220	1374192000
160	895	1390521600
160	1221	1391385600
161	1222	1297728000
161	1223	1333238400
161	1224	1357948800
161	1225	1358294400
161	135	1370217600
161	1226	1390176000
162	1227	1197676800
162	1228	1197676800
162	175	1202169600
162	1229	1202169600
162	1230	1361318400
162	40	1361318400
162	1231	1361750400
162	1232	1362614400
162	1233	1363219200
162	38	1365033600
162	397	1368057600
162	1234	1368057600
162	1235	1385510400
162	1236	1385510400
163	1237	1324944000
163	1238	1347667200
163	1239	1368144000
163	1240	1386288000
163	1241	1392768000
163	1242	1397174400
164	385	1388275200
164	1243	1388275200
164	1244	1398816000
164	1245	1398816000
164	1246	1398816000
164	265	1400803200
165	1247	1349222400
165	1087	1373068800
165	1248	1384560000
165	720	1384560000
165	1249	1384560000
165	1250	1384560000
165	1251	1384560000
166	1252	1247788800
166	1253	1360281600
166	1254	1360800000
166	43	1390435200
166	1255	1390435200
167	644	1357084800
167	529	1389571200
167	1256	1389571200
167	643	1401840000
167	1257	1401840000
168	1258	1194825600
168	1259	1274486400
168	1260	1353974400
168	1261	1353974400
168	1262	1353974400
169	1263	1358553600
169	145	1358553600
169	1264	1358553600
169	1265	1358553600
169	1266	1358553600
169	1267	1358553600
169	1268	1390176000
170	1269	1328140800
170	1270	1344211200
170	1271	1344211200
170	1272	1344211200
170	1273	1344211200
170	1274	1350259200
170	1275	1350259200
170	575	1350259200
170	644	1350259200
171	1276	1314403200
171	760	1315526400
171	1277	1315785600
171	1278	1328313600
171	6	1341100800
171	1279	1351036800
171	1280	1361491200
171	1281	1361491200
171	1282	1361491200
171	1283	1375833600
172	730	1322352000
172	1284	1385856000
172	1104	1393804800
172	1285	1400803200
172	172	1402704000
173	705	1393804800
173	1286	1397088000
173	1057	1397088000
173	464	1398643200
173	1287	1398643200
173	1288	1398643200
174	263	1364601600
174	1289	1388966400
174	1290	1388966400
174	723	1388966400
174	381	1388966400
175	849	1261267200
175	1291	1322179200
175	97	1337385600
175	1088	1363046400
175	1292	1387929600
176	1293	1232150400
176	1294	1393113600
176	1295	1393113600
176	522	1393113600
176	40	1397520000
177	1296	1355788800
177	61	1355788800
177	885	1355788800
177	1297	1355875200
177	440	1355875200
178	1298	1361145600
178	1299	1364169600
178	1300	1366675200
178	1301	1366675200
